Serial No,Primary,Secondary,Tertiary,Source,Photographer,Receptacle,Lining,Image Name
101,Dry,NA,NA,House,Watsapp,Bin,Plastic,IMG-20180205-WA0007.jpg
102,Dry,Wet,NA,House,Watsapp,Bin,Plastic,IMG-20180205-WA0009.jpg
103,Dry,Garden,Wet,House,Watsapp,Bin,None,IMG-20180205-WA0010.jpg
104,Dry,NA,NA,House,Watsapp,Bin,None,IMG-20180205-WA0011.jpg
105,Dry,NA,NA,House,Watsapp,Bin,None,IMG-20180205-WA0012.jpg
106,Dry,NA,NA,House,Watsapp,Bin,None,IMG-20180205-WA0013.jpg
107,Wet,Dry,Garden,House,Watsapp,Bin,None,IMG-20180205-WA0014.jpg
108,Dry,NA,NA,House,Watsapp,Bin,Plastic,IMG-20180205-WA0015.jpg
109,Dry,Wet,NA,House,Watsapp,Bin,Plastic,IMG-20180205-WA0016.jpg
110,Dry,NA,NA,House,Watsapp,Bin,Plastic,IMG-20180205-WA0017.jpg
111,Dry,NA,NA,House,Watsapp,Bin,Plastic,IMG-20180205-WA0020.jpg
112,Dry,NA,NA,House,Watsapp,Carton,None,IMG-20180205-WA0021.jpg
113,Dry,NA,NA,House,Watsapp,Bin,None,IMG-20180205-WA0022.jpg
114,Garden,Dry,NA,House,Watsapp,Bin,None,IMG-20180205-WA0023.jpg
115,Dry,NA,Wet,House,Watsapp,Bin,None,IMG-20180205-WA0024.jpg
116,Wet,Dry,NA,House,Watsapp,Bin,None,IMG-20180207-WA0002.jpg
117,Wet,NA,NA,House,Watsapp,Bin,None,IMG-20180207-WA0003.jpg
118,Dry,NA,NA,House,Watsapp,Bin,None,IMG-20180207-WA0004.jpg
119,Wet,Dry,NA,House,Watsapp,Bin,None,IMG-20180207-WA0005.jpg
120,Wet,NA,NA,House,Watsapp,Bin,None,IMG-20180207-WA0006.jpg
121,Dry,Wet,NA,House,Watsapp,Bin,None,IMG-20180207-WA0007.jpg
122,Dry,Wet,NA,House,Watsapp,Bin,None,IMG-20180207-WA0008.jpg
123,Dry,Wet,NA,House,Watsapp,Bin,None,IMG-20180207-WA0009.jpg
124,Wet,Dry,NA,House,Watsapp,Bin,None,IMG-20180207-WA0010.jpg
125,Dry,Wet,NA,House,Watsapp,Bin,None,IMG-20180207-WA0011.jpg
126,Dry,NA,NA,House,Watsapp,Basket,None,IMG-20180207-WA0012.jpg
127,Wet,Dry,NA,House,Watsapp,Bin,None,IMG-20180207-WA0013.jpg
128,Dry,NA,NA,House,Watsapp,Basket,None,IMG-20180207-WA0014.jpg
129,Dry,Wet,NA,House,Watsapp,Bin,None,IMG-20180207-WA0015.jpg
130,Dry,NA,NA,House,Watsapp,Basket,None,IMG-20180207-WA0016.jpg
131,Dry,NA,NA,House,Watsapp,Bin,None,IMG-20180209-WA0000.jpg
132,Dry,Garden,Wet,House,Watsapp,Bin,None,IMG-20180209-WA0001.jpg
133,Dry,Wet,NA,House,Watsapp,Bin,None,IMG-20180209-WA0002.jpg
134,Wet,Dry,Garden,House,Watsapp,Bin,None,IMG-20180209-WA0003.jpg
135,Dry,NA,NA,House,Watsapp,Bin,None,IMG-20180209-WA0004.jpg
136,Dry,NA,NA,House,Watsapp,Bin,None,IMG-20180209-WA0005.jpg
137,Dry,NA,Reject,House,Watsapp,Bin,None,IMG-20180209-WA0006.jpg
138,Dry,NA,Reject,House,Watsapp,Bin,None,IMG-20180209-WA0007.jpg
139,Dry,Wet,NA,Road Side,Sncam,None,None,IMG_20180114_175157.jpg
140,Dry,Wet,Garden,Road Side,Sncam,None,None,IMG_20180120_003116.jpg
141,Dry,Garden,Wet,Road Side,Sncam,None,None,IMG_20180120_003122.jpg
142,Dry,Garden,Wet,Road Side,Sncam,None,None,IMG_20180120_003129.jpg
143,Dry,Garden,Wet,Road Side,Sncam,None,None,IMG_20180120_003133.jpg
144,Dry,Wet,Garden,Road Side,Sncam,None,None,IMG_20180120_003141.jpg
145,Dry,Garden,Wet,Road Side,Sncam,None,None,IMG_20180120_003154.jpg
146,Dry,NA,Wet,House,Sncam,Bin,None,IMG_20180125_232158.jpg
147,Dry,NA,Wet,House,Sncam,Bin,None,IMG_20180125_232207.jpg
148,Dry,NA,Wet,House,Sncam,Bin,None,IMG_20180125_232215.jpg
149,Dry,Reject,NA,House,Sncam,Bin,None,IMG_20180127_094302.jpg
150,Wet,Dry,NA,House,Sncam,Bin,None,IMG_20180127_094330.jpg
151,Wet,Dry,NA,House,Sncam,Bin,None,IMG_20180127_094336.jpg
152,Wet,Dry,NA,House,Sncam,Bin,None,IMG_20180127_094344.jpg
153,Wet,Dry,NA,House,Sncam,None,Plastic,IMG_20180128_153135_HHT.jpg
154,Wet,Dry,NA,House,Sncam,None,Plastic,IMG_20180128_153214_HHT.jpg
155,Wet,Dry,NA,House,Sncam,None,Plastic,IMG_20180128_153227_HHT.jpg
156,Wet,Dry,NA,House,Sncam,None,Plastic,IMG_20180128_153322.jpg
157,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180128_204807.jpg
158,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180128_204837.jpg
159,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180128_204935.jpg
160,Dry,NA,Reject,House,Sncam,Bin,None,IMG_20180128_205011.jpg
161,Dry,Wet,Reject,House,Sncam,Bin,None,IMG_20180128_205021.jpg
162,Dry,Reject,NA,House,Sncam,Bin,None,IMG_20180128_205047.jpg
163,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180128_205438.jpg
164,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180128_205450.jpg
165,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180128_205502.jpg
166,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180128_205511.jpg
167,Wet,Dry,Reject,House,Sncam,Bin,None,IMG_20180128_210229.jpg
168,Wet,Dry,Reject,House,Sncam,Bin,None,IMG_20180128_210235.jpg
169,Wet,Dry,Reject,House,Sncam,Bin,None,IMG_20180128_210242.jpg
170,Wet,Dry,Reject,House,Sncam,Bin,None,IMG_20180128_210329.jpg
171,Wet,Dry,Reject,House,Sncam,Bin,None,IMG_20180128_210334.jpg
172,Dry,Wet,NA,House,Sncam,Bin,Plastic,IMG_20180128_222638.jpg
173,Dry,Wet,NA,House,Sncam,Bin,Plastic,IMG_20180128_222654.jpg
174,Dry,Wet,NA,House,Sncam,Bin,Plastic,IMG_20180128_222715.jpg
175,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180128_224219.jpg
176,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180128_224228.jpg
177,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180128_224241.jpg
178,Dry,Reject,NA,House,Sncam,Bin,None,IMG_20180129_015012.jpg
179,Dry,Reject,NA,House,Sncam,Bin,None,IMG_20180129_015032.jpg
180,Dry,Reject,NA,House,Sncam,Bin,None,IMG_20180129_015056.jpg
181,Reject,Dry,NA,House,Sncam,Bin,None,IMG_20180129_015323.jpg
182,Reject,Dry,Garden,House,Sncam,Bin,None,IMG_20180129_084340.jpg
183,Reject,Dry,Garden,House,Sncam,Bin,None,IMG_20180129_084356.jpg
184,Reject,Dry,Garden,House,Sncam,Bin,None,IMG_20180129_084411.jpg
185,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180202_092108.jpg
186,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180202_092127.jpg
187,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180202_092143.jpg
188,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180202_092217.jpg
189,Dry,NA,Wet,House,Sncam,Bin,None,IMG_20180202_092542.jpg
190,Dry,NA,Wet,House,Sncam,Bin,None,IMG_20180202_092602.jpg
191,Dry,NA,Wet,House,Sncam,Bin,None,IMG_20180202_092629.jpg
192,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180202_131634.jpg
193,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180202_131646.jpg
194,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180202_131702.jpg
195,Wet,NA,Dry,House,Sncam,Bin,None,IMG_20180202_132302.jpg
196,Wet,NA,Dry,House,Sncam,Bin,None,IMG_20180202_132309.jpg
197,Wet,NA,Dry,House,Sncam,Bin,None,IMG_20180202_132327.jpg
198,Wet,NA,Dry,House,Sncam,Bin,None,IMG_20180202_132348.jpg
199,Reject,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180202_133317.jpg
200,Dry,Reject,NA,House,Sncam,Bin,Plastic,IMG_20180202_133352.jpg
201,Dry,NA,NA,House,Sncam,Bin,Plastic,IMG_20180202_133406.jpg
202,Dry,Reject,NA,House,Sncam,Bin,Plastic,IMG_20180202_133426.jpg
203,Dry,Reject,NA,House,Sncam,Bin,Plastic,IMG_20180202_133520.jpg
204,Dry,Reject,NA,House,Sncam,Bin,Plastic,IMG_20180202_133532.jpg
205,Dry,Reject,NA,House,Sncam,Bin,Plastic,IMG_20180202_133550.jpg
206,Wet,NA,Dry,House,Sncam,Bin,Plastic,IMG_20180202_181709.jpg
207,Wet,NA,Dry,House,Sncam,Bin,Plastic,IMG_20180202_181720.jpg
208,Wet,NA,Dry,House,Sncam,Bin,Plastic,IMG_20180202_181748.jpg
209,Wet,NA,Dry,House,Sncam,Bin,Plastic,IMG_20180202_181810.jpg
210,Wet,Reject,NA,House,Sncam,Bin,None,IMG_20180202_202427.jpg
211,Wet,Reject,NA,House,Sncam,Bin,None,IMG_20180202_202502.jpg
212,Wet,Reject,NA,House,Sncam,Bin,None,IMG_20180202_202518.jpg
213,Wet,Reject,NA,House,Sncam,Bin,None,IMG_20180202_202604.jpg
214,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180202_202655.jpg
215,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180202_202705.jpg
216,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180202_202734.jpg
217,Dry,Wet,Garden,House,Sncam,Bin,Plastic,IMG_20180203_155542.jpg
218,Dry,Wet,Garden,House,Sncam,Bin,Plastic,IMG_20180203_155556.jpg
219,Dry,Wet,Garden,House,Sncam,Bin,Plastic,IMG_20180203_155614.jpg
220,Dry,Wet,Garden,House,Sncam,Bin,Plastic,IMG_20180203_155626.jpg
221,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180204_091242.jpg
222,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180204_091301.jpg
223,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180204_091323.jpg
224,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180204_104553.jpg
225,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180204_104600.jpg
226,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180204_104606.jpg
227,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180204_104643.jpg
228,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180204_104653.jpg
229,Dry,Wet,NA,House,Sncam,Bin,None,IMG_20180204_104743.jpg
230,Dry,Wet,NA,House,Sncam,Bin,None,IMG_20180204_104753.jpg
231,Dry,Wet,NA,House,Sncam,Bin,Plastic,IMG_20180204_112235.jpg
232,Dry,Wet,NA,House,Sncam,Bin,Plastic,IMG_20180204_112304.jpg
233,Dry,Wet,NA,House,Sncam,Bin,Plastic,IMG_20180204_112353.jpg
234,Dry,Wet,NA,House,Sncam,Bin,Plastic,IMG_20180204_154636.jpg
235,Dry,Wet,NA,House,Sncam,Bin,Plastic,IMG_20180204_154705.jpg
236,Dry,Wet,NA,House,Sncam,Bin,Plastic,IMG_20180204_154728.jpg
237,Dry,Wet,NA,House,Sncam,Bin,Plastic,IMG_20180204_154750.jpg
238,Reject,Dry,Wet,House,Sncam,Bin,None,IMG_20180204_155104.jpg
239,Reject,Dry,Wet,House,Sncam,Bin,None,IMG_20180204_155111.jpg
240,Reject,Dry,Wet,House,Sncam,Bin,None,IMG_20180204_155122.jpg
241,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180204_161218.jpg
242,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180204_161238.jpg
243,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180204_222030.jpg
244,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180204_222037.jpg
245,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180204_232451.jpg
246,Wet,NA,NA,House,Sncam,Bin,Plastic,IMG_20180205_125708.jpg
247,Wet,NA,NA,House,Sncam,Bin,Plastic,IMG_20180205_125717.jpg
248,Wet,NA,NA,House,Sncam,Bin,Plastic,IMG_20180205_125730.jpg
249,Wet,Reject,Garden,House,Sncam,Bin,None,IMG_20180205_130200.jpg
250,Wet,Reject,Garden,House,Sncam,Bin,None,IMG_20180205_130206.jpg
251,Dry,NA,NA,House,Sncam,Bin,None,IMG_20180205_155104.jpg
252,Dry,NA,NA,House,Sncam,Bin,None,IMG_20180205_155123.jpg
253,Dry,NA,NA,House,Sncam,Bin,None,IMG_20180205_155306.jpg
254,Dry,NA,NA,House,Sncam,Bin,None,IMG_20180205_155313.jpg
255,Dry,Wet,NA,House,Sncam,Bin,Plastic,IMG_20180205_155530.jpg
256,Dry,Wet,NA,House,Sncam,Bin,Plastic,IMG_20180205_155544.jpg
257,Dry,Wet,NA,House,Sncam,Bin,Plastic,IMG_20180205_155551.jpg
258,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180205_155941.jpg
259,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180205_155951.jpg
260,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180205_155959.jpg
261,Dry,NA,NA,House,Sncam,Bin,None,IMG_20180205_160019.jpg
262,Dry,NA,NA,House,Sncam,Bin,None,IMG_20180205_160026.jpg
263,Dry,NA,NA,House,Sncam,Bin,None,IMG_20180205_160034.jpg
264,Dry,NA,NA,House,Sncam,Bin,None,IMG_20180206_191833.jpg
265,Dry,NA,NA,House,Sncam,Bin,None,IMG_20180206_191841.jpg
266,Dry,NA,NA,House,Sncam,Bin,None,IMG_20180206_191853.jpg
267,Dry,NA,NA,House,Sncam,Bin,None,IMG_20180206_191922.jpg
268,Dry,NA,NA,House,Sncam,Bin,None,IMG_20180206_201141.jpg
269,Dry,NA,NA,House,Sncam,Bin,None,IMG_20180206_201150.jpg
270,Dry,NA,NA,House,Sncam,Bin,None,IMG_20180206_201159.jpg
271,Dry,NA,NA,House,Sncam,Bin,None,IMG_20180206_201210.jpg
272,Dry,NA,NA,House,Sncam,Bin,None,IMG_20180208_133616.jpg
273,Dry,NA,NA,House,Sncam,Bin,None,IMG_20180208_133636.jpg
274,Dry,NA,NA,House,Sncam,Bin,None,IMG_20180208_133648.jpg
275,Dry,NA,NA,House,Sncam,Bin,None,IMG_20180208_133654.jpg
276,Dry,NA,Wet,House,Sncam,Bin,None,IMG_20180208_134010.jpg
277,Dry,NA,Wet,House,Sncam,Bin,None,IMG_20180208_134016.jpg
278,Dry,NA,Wet,House,Sncam,Bin,None,IMG_20180208_165146.jpg
279,Dry,NA,Wet,House,Sncam,Bin,None,IMG_20180208_165150.jpg
280,Dry,NA,Wet,House,Sncam,Bin,None,IMG_20180208_165205.jpg
281,Dry,NA,Wet,House,Sncam,Bin,None,IMG_20180208_165736.jpg
282,Dry,Wet,NA,House,Sncam,Bin,None,IMG_20180208_165748.jpg
283,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180209_140858.jpg
284,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180209_140906.jpg
285,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180209_140924.jpg
286,Dry,NA,Wet,House,Pravada,Bin,Plastic,IMG_20180203_193142.jpg
287,Dry,NA,Wet,House,Pravada,Bin,Plastic,IMG_20180203_193220.jpg
288,Dry,NA,Wet,House,Pravada,Bin,Plastic,IMG_20180203_193225.jpg
289,Dry,NA,Wet,House,Pravada,Bin,Plastic,IMG_20180203_193231.jpg
290,Wet,Dry,NA,House,Pravada,Bin,Plastic,IMG_20180203_193242.jpg
291,Wet,Dry,NA,House,Pravada,Bin,Plastic,IMG_20180203_193247.jpg
292,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180203_193303.jpg
293,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180203_193306.jpg
294,Dry,NA,NA,House,Pravada,Bin,Plastic,IMG_20180203_193321.jpg
295,Dry,NA,NA,House,Pravada,Bin,Plastic,IMG_20180203_193325.jpg
296,Dry,NA,NA,House,Pravada,Bin,Plastic,IMG_20180203_193329.jpg
297,Dry,Reject,Wet,House,Pravada,Bin,Plastic,IMG_20180203_193341.jpg
298,Dry,Reject,Wet,House,Pravada,Bin,Plastic,IMG_20180203_193343.jpg
299,Dry,Reject,Wet,House,Pravada,Bin,Plastic,IMG_20180203_193351.jpg
300,Dry,NA,NA,House,Pravada,Bin,Plastic,IMG_20180203_193402.jpg
301,Dry,NA,NA,House,Pravada,Bin,Plastic,IMG_20180203_193407.jpg
302,Dry,Wet,Reject,House,Pravada,Bin,Plastic,IMG_20180203_193439.jpg
303,Dry,Wet,Reject,House,Pravada,Bin,Plastic,IMG_20180203_193444.jpg
304,Dry,Wet,Reject,House,Pravada,Bin,Plastic,IMG_20180203_193448.jpg
305,Wet,NA,Dry,House,Pravada,Bin,Plastic,IMG_20180203_193507.jpg
306,Wet,NA,Dry,House,Pravada,Bin,Plastic,IMG_20180203_193511.jpg
307,Dry,Wet,Reject,House,Pravada,Bin,Plastic,IMG_20180203_193522.jpg
308,Dry,Wet,Reject,House,Pravada,Bin,Plastic,IMG_20180203_193526.jpg
309,Dry,Wet,Reject,House,Pravada,Bin,Plastic,IMG_20180203_193530.jpg
310,Dry,NA,NA,House,Pravada,Bin,Plastic,IMG_20180203_193542.jpg
311,Dry,NA,NA,House,Pravada,Bin,Plastic,IMG_20180203_193546.jpg
312,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180203_193557.jpg
313,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180203_193601.jpg
314,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180203_193606.jpg
315,Dry,NA,Wet,House,Pravada,Bin,Plastic,IMG_20180205_084411.jpg
316,Dry,NA,Wet,House,Pravada,Bin,Plastic,IMG_20180205_084420.jpg
317,Dry,NA,Wet,House,Pravada,Bin,Plastic,IMG_20180205_084425.jpg
318,Dry,NA,NA,House,Pravada,Bin,Plastic,IMG_20180205_084450.jpg
319,Dry,NA,NA,House,Pravada,Bin,Plastic,IMG_20180205_084809.jpg
